id, N.mu, Cab.mu, Car.mu, Cw.mu, Cm.mu, residual.mu, N.sigma, Cab.sigma, Car.sigma, Cw.sigma, Cm.sigma, residual.sigma, N.q25, Cab.q25, Car.q25, Cw.q25, Cm.q25, residual.q25, N.med, Cab.med, Car.med, Cw.med, Cm.med, residual.med, N.q975, Cab.q975, Car.q975, Cw.q975, Cm.q975, residual.q975
dryala-tm4_00022.sed, 2.90228101514757, 40.6092405171759, 7.37832142334157, 0.00368350186238193, 0.00304284892352375, 0.0917743517083772, 0.0832848855291365, 11.387546434746, 4.50315313083079, 0.000764612379351071, 0.00111454978679912, 0.00443943829439616, 2.69112529249735, 21.2688837273498, 1.76821374130461, 0.00229884671128786, 0.0012697243130408, 0.0853460105978646, 2.92865704533671, 39.3469824364134, 6.20020733343257, 0.00361465830255048, 0.00292610761754357, 0.091021709565876, 2.99771323985095, 64.9672674014973, 18.5121068631624, 0.00547453410063624, 0.00558059971245828, 0.101431836076496
dryala-tm4_00023.sed, 2.88835745305609, 37.7165411718642, 8.32853131399734, 0.00406549137957355, 0.00320574729262131, 0.102453164910372, 0.0983909609547195, 14.5072966415583, 5.64382854470112, 0.000951603886078495, 0.0010782206358725, 0.00609857629011338, 2.65222746896021, 16.3290272162871, 1.41796164170762, 0.00200988574011303, 0.00166729061044907, 0.0944211515499869, 2.92407958248216, 35.6761246824499, 6.61840133747944, 0.00405000013178952, 0.00300630143695933, 0.100972461780531, 2.99354840562818, 73.3081351696827, 20.9268663916602, 0.00588747298924362, 0.0060216598455247, 0.117609981378453
dryala-tm4_00024.sed, 2.90671886011168, 41.2425179480779, 6.2588182563291, 0.00394650645284949, 0.00342737105355257, 0.0892923428611985, 0.067729680144246, 12.9602381906433, 4.10869737902807, 0.000906238752368924, 0.00102853874283527, 0.00418844085269545, 2.74748444730318, 20.7794625814639, 1.5647495738995, 0.00242684624641702, 0.00167722555227298, 0.0832612376885068, 2.91691145074004, 38.7692705491786, 4.77584011441773, 0.00389073751235646, 0.00337165937175841, 0.0886823979126536, 2.99722532099292, 69.9687709655612, 16.3395134718383, 0.00611461652900112, 0.00552546430357653, 0.0991551374186601
dryala-tm5_00026.sed, 2.92341440938669, 38.0131037028226, 7.16469792496348, 0.00342368570312546, 0.00360038008995412, 0.0853754684002385, 0.074563247651913, 11.0274181546109, 4.61134143419646, 0.000800678851975229, 0.00145131813106133, 0.00419094707273839, 2.71527895982883, 20.0183142468909, 1.41816465442911, 0.00197420444486151, 0.00124375721068212, 0.0788632227194524, 2.94932254798426, 37.3644071672165, 6.00032907757021, 0.00340243888894589, 0.00330571569351454, 0.0847266229268453, 2.99788901576101, 65.1295507539259, 18.6964963599536, 0.00514764261445334, 0.00678608857671738, 0.0949165369741533
dryala-tm5_00027.sed, 2.8797901673264, 46.7000233149186, 6.87287986220743, 0.00619104478790091, 0.00380321016260265, 0.0823785877591817, 0.106781467957294, 11.9519911370733, 4.84548106985135, 0.00121254909942185, 0.00140672396056286, 0.0042914365665395, 2.59940845074999, 24.2171801470387, 1.41824631622834, 0.00381791404663247, 0.00146849668728907, 0.0766254240297208, 2.90746342395447, 47.7069481341642, 5.15932849142664, 0.00618090295373086, 0.00367955008622063, 0.0816074464948083, 2.99231162859091, 75.2348146607998, 19.9317066219588, 0.00850520979763359, 0.00700631133962469, 0.0925498094634371
dryala-tm5_00028.sed
dryala-tm5_00029.sed, 2.88945290848523, 38.1094873017928, 6.35613787797525, 0.00569059539489066, 0.00334257819234118, 0.116357063165835, 0.10977704427723, 12.233548736189, 3.96565597424628, 0.00147141396637009, 0.00138718681810495, 0.00657271429824438, 2.5744575277163, 20.3755324242163, 1.43902475028622, 0.00326316318102915, 0.00119534501198508, 0.107823790711809, 2.91960254169127, 36.1915125152687, 5.4433061827294, 0.00558416926387627, 0.00311839035905017, 0.115062391739675, 2.99580298559235, 70.2767165122663, 17.2659457751421, 0.00912104235164716, 0.00651479115665934, 0.133259596814941
dryala-tm5_00030.sed, 2.91321009805621, 42.0978980694572, 9.70226555307586, 0.00607721409041322, 0.00344453425839899, 0.118223029904154, 0.0894286364153987, 17.1220945144131, 5.19439477452623, 0.00148184342596089, 0.00160291085157179, 0.0072075944407546, 2.69687499487892, 18.997949965558, 2.15117161250878, 0.00324987181569542, 0.00133224480383844, 0.108634146155491, 2.9357726341738, 37.5630637339898, 8.41485806352036, 0.00616979182070898, 0.00313740263378071, 0.116717923741113, 2.99707587724974, 88.6203818769101, 21.6548659340129, 0.00916002062666288, 0.00760958090167463, 0.137663174415657
dryala-tm5_00034.sed, 2.8796972298708, 59.6843455003875, 7.73274602608664, 0.00472669587725123, 0.00637945454905572, 0.0502831549923455, 0.0796759681933448, 14.2300328066956, 4.90071134372895, 0.000741741889684389, 0.00137192253588313, 0.00276827811457334, 2.69940127202746, 35.7857624113316, 1.43876902237176, 0.00323702392735786, 0.00353557832010501, 0.0460706150845403, 2.89248647420502, 57.5004400027993, 6.38393028406848, 0.00478248722983391, 0.00632141813076255, 0.0498329861552126, 2.99178262282079, 92.4422234884862, 21.3380745060581, 0.00608576936323803, 0.00914445534472491, 0.0570960815339488
dryala-tm5_00035.sed, 2.93502768332893, 33.9895380788096, 6.30595970102727, 0.00275772881176711, 0.00503351628184314, 0.0554986087734508, 0.0545624460246814, 6.29269825201799, 3.65205291208256, 0.000584355580742611, 0.00116219191707252, 0.00291334775610335, 2.79028600019351, 22.3787176914851, 1.61290834406605, 0.00171558367965538, 0.00280116456736643, 0.051109571061657, 2.94851140590949, 33.6071681380204, 5.46005841763875, 0.00271605668954908, 0.00498203608979128, 0.0551201622618411, 2.99718039693768, 48.1571515275905, 15.623777775781, 0.004024429320808, 0.00743986806568385, 0.0622335391491678
dryala-tm5_00036.sed, 2.91714153628804, 34.4831182043587, 5.99090547675504, 0.00277306889645926, 0.00494272809541258, 0.0561496800514413, 0.0658913052733885, 6.25910463267145, 3.80285585457564, 0.000622082862427563, 0.00105126450974986, 0.00321278125112924, 2.726781003619, 23.5348369193825, 1.37041944987746, 0.00179211148522934, 0.00264983057339008, 0.0515520723439643, 2.92746121230229, 34.0156725000323, 5.35016809920618, 0.0026382790121106, 0.00511042729931639, 0.0554448596241638, 2.995828432061, 48.2313038976924, 15.5952879171567, 0.0046129963132248, 0.00665281871827548, 0.0638041543389744
dryala-tm7_00037.sed, 2.92191516322479, 45.9901173063092, 7.54924184040163, 0.00335036165561464, 0.00420890624638659, 0.0666400094077391, 0.0566783744326113, 12.9630982850878, 4.85404672057879, 0.000656065901823799, 0.0010186815124374, 0.0028013920683113, 2.7638204740884, 25.6293260656538, 1.35272801246026, 0.0022299412178343, 0.00227034449111494, 0.0621705558367837, 2.93386151709547, 42.9387363714569, 6.63785891078694, 0.00330402900634317, 0.00425396269356001, 0.0662340771573287, 2.9958143570542, 74.7357920021213, 21.6976046530056, 0.00486156719937072, 0.00613177416356748, 0.0734297383535398
dryala-tm7_00038.sed, 2.92571172827027, 45.11586111078, 7.8977829063493, 0.00335834077968597, 0.00414222896631721, 0.0640672927979292, 0.0661387497429585, 11.3941517393103, 4.71895144877841, 0.000684702022055723, 0.00113939773566704, 0.00308711523915069, 2.75442489589177, 26.7911442446622, 1.71970499418609, 0.00218755605179175, 0.0022169229154367, 0.0594297345423616, 2.94095187686767, 43.7170727150964, 6.80682387300149, 0.00332804340337457, 0.00399590413097036, 0.0636488620138968, 2.9970290293233, 74.0339184416242, 20.4467787804508, 0.00481046534101409, 0.00643942226299818, 0.0710964382568349
dryala-tm7_00040.sed, 2.86186020525948, 34.8997387289456, 7.38925307662285, 0.00318285503583448, 0.00302436060480714, 0.111386310991563, 0.103335554131469, 13.8134184711456, 3.39102006681246, 0.000913680463432364, 0.00110294832334781, 0.00700606956705175, 2.6184996259464, 16.6411394215822, 1.87674871711813, 0.00172500280002036, 0.00129494884081607, 0.10146177534311, 2.8862575069058, 32.3595520085122, 7.02548903296201, 0.00314874544881887, 0.00303746430919942, 0.110126678428053, 2.99398830432346, 75.6922348248926, 16.2612834844142, 0.00533609608134206, 0.00562825755445641, 0.128565528330076
dryala-tm7_00041.sed, 2.89154599185923, 42.5218362222681, 7.67346651768797, 0.00504696008236809, 0.00353029084390419, 0.116101612061585, 0.105408671739552, 15.2539934897842, 4.46642488861956, 0.00134627397876024, 0.00147609985560654, 0.00635145837746832, 2.60650749964942, 18.096651114393, 1.94255391100165, 0.00288976292133765, 0.00108161877913459, 0.107521039811284, 2.92800804001573, 41.5096506805881, 6.57905879845663, 0.00481989670128649, 0.00338856079399147, 0.114816856468134, 2.99611960940014, 75.526052892849, 19.4084320762495, 0.00813645150294554, 0.00675095309066585, 0.132381283727072
